Player Name,How Out,Fielder,Bowler,Runs,Inns,Opposition,Ground,Date,Description,Balls,Minutes,4s,6s,SR
V Kohli,caught,KA Pollard,D Bishoo,81,2,West Indies,Port of Spain,8 Jun 2011," 30.6  holes out trying to finish it off quickly, comes down the track and hits that well but doesn't get enough elevation, cannot clear Pollard at long-off  173/3 ",103,118,6,1,78.64
V Kohli,caught,CS Baugh,R Rampaul,2,2,West Indies,Port of Spain,6 Jun 2011," 6.5  chasing a wide one and Kohli will be livid with that, short and he went for the cut, got a thin edge and Baugh made no mistake, a loose shot and he's paid the price  34/2 ",8,5,0,0,25.00
V Kohli,lbw,,DJG Sammy,0,2,West Indies,North Sound,11 Jun 2011," 7.4  well, well, Darren Sammy has brought the sparse crowd to life, he has snared Virat first ball, that harmless looking length ball that suddenly decides to nip back in sharply, Virat is caught on the crease and takes it on the pads, that looked to be going down leg, the umpire did not think so, in fact it would have bounced over as well as replays show, shocker that one but Virat is gone, what was that about the DRS again?  26/2 ",1,1,0,0,0.00
V Kohli,caught,MJ Clarke,DJ Hussey,24,2,Australia,Ahmedabad,24 Mar 2011," 28.3  Kohli has thrown it away totally against the run of play, full toss on the stumps, he threw his bat wildly at it, but only found the man at midwicket, David cannot believe it, he is smiling wildly, Virat is disappointed but he has to go  143/3 ",33,38,1,0,72.72
V Kohli,caught,Umar Akmal,Wahab Riaz,9,1,Pakistan,Mohali,30 Mar 2011," 25.2  Pakistan have taken a catch! Wahab strikes again! Caught at backward point. It landed on a length around off and angled away, Virat played a strange shot as if he was surprised by how it seamed away - Wahab hardly gets the ball to bend in - and had a weak waft at it. He just stabbed at it. Edge and pouched!  141/3 ",21,20,0,0,42.85
V Kohli,caught,RJ Peterson,RJ Peterson,1,1,South Africa,Nagpur,12 Mar 2011," 43.6  bizarre batting, Virat pushes the ball gently back to Peterson, a easy caught and bowled. South Africa are right back in this. Peterson flings the ball in celebration and they are pumped.  286/6 ",3,2,0,0,33.33
V Kohli,bowled,,R Rampaul,59,1,West Indies,Chennai,20 Mar 2011," 32.2  Rampaul does it again. Will this 'reverse' the momentum? Top bowling from Rampaul, gets it to nip in sharply from a length outside off. Kohli plonks the front foot across plays a swat-swipe across the line, rivalled in ugliness only by the shot Michael Clarke played yesterday. The ball sneaks past and upsets the furniture. It is one of Kohli's main scoring shots, but at times he doesn't pull it off that well.  173/3 ",76,128,5,0,77.63
V Kohli,lbw,,SP Narine,20,2,West Indies,Ahmedabad,5 Dec 2011," 8.2  Narine has his first international wicket, and it's the big onbe of Kohli, it was a length ball, an offspinner, Kohli looks to play it to the leg side, looked to have been struck on middle stump, umpire was convinced that would have taken leg, Kohli isn't, he doesn't like the decision one bit, but that doesn't matter, he's on his way, that was a tight call  43/3 ",30,21,3,0,66.66
V Kohli,bowled,,PW Borren,12,2,Netherlands,Delhi,9 Mar 2011, 14.3  Clatter! It landed full on a length around off stump line  and moved in a touch. Virat went for the off drive but drove outside the line and the ball went through the big gap to peg back the off stump  99/4 ,20,16,2,0,60.00
V Kohli,bowled,,TT Bresnan,8,1,England,Bengaluru,27 Feb 2011," 48.2  and another! Bresnan getting good reward for being England's best bowler. Yorker length, Kohli gives himself room, too much room in fact and it thuds into the base of off stump. Here comes Zaheer  327/7 ",5,12,1,0,160.00
V Kohli,not out,,,100,1,Bangladesh,Dhaka,19 Feb 2011,,83,113,8,2,120.48
V Kohli,caught,AB de Villiers,M Morkel,2,2,South Africa,Centurion,23 Jan 2011," 6.1  A rare failure for Virat Kohli. Morne does him with sheer pace. Back of a length and extra bounce from outside off, Kohli committed to the check-drive into the covers early. On second thoughts, he may have wanted to leave it. It is through him in a jiffy, taking the outside edge through to the keeper  31/2 ",6,11,0,0,33.33
V Kohli,not out,,,87,2,South Africa,Port Elizabeth,21 Jan 2011,,92,126,7,2,94.56
V Kohli,caught,AB de Villiers,M Morkel,28,2,South Africa,Cape Town,18 Jan 2011," 14.6  Morkel's persistence pays off, short of a good length but much closer to off stump this time with the right amount of nip, Kohli plays at that one and feathers it to the keeper, good consistent line from Morkel has reaped its reward  56/2 ",41,51,5,0,68.29
V Kohli,run out,,,22,1,South Africa,Johannesburg,15 Jan 2011," 17.5  Virat is run out  Out by miles. He pushed towards cover point and sets off for the run. He is sent back, and tries to dive back inside the crease but is not even in the frame. Miller swoops in to fire a direct hit. Clatter!  63/2 ",34,43,1,0,64.70
V Kohli,caught,GC Smith,DW Steyn,54,2,South Africa,Durban,12 Jan 2011," 29.3  Kohli perishes. Almost compelled to make the Powerplay count. Barring a miracle and a dream, this should be the end of India's challenge. Back of a length from Steyn, not there for the whip over the infield. Kholi goes for the shot, but can't time it well enough to clear Smith at midwicket in the circle, who hauls it in. End of a promising innings. Promised a bit today. Promised a lot for the future.  128/6 ",70,122,2,1,77.14
V Kohli,caught,LRPL Taylor,DL Vettori,2,2,New Zealand,Chennai,10 Dec 2010," 3.2  Dan gets his man now, it was fired in on the stumps, Virat chose to stay on the back foot, the ball went off the push to Taylor at slip who held on to the sharp take, game on here, bring it on!  10/2 ",8,10,0,0,25.00
V Kohli,run out,,,34,2,Ireland,Bengaluru,6 Mar 2011," 23.4  Is this game turning? Kohli is run out. Not the first time we have seen poor running from the Indian top-order. Short ball, turning away from Yuvraj and he goes for the cut. He played it pretty square, in that area where no one is sure whose call it is. Kohli thought there was a single, and ran almost all the way down. However, he seemed to stutter on the way. Yuvraj was initially sold on the single, but once he saw Kohli hesitate, he himself stopped. The throw to the bowler's end was not the most accurate, but it was good enough to catch Kohli well short.  100/4 ",53,82,3,0,64.15
V Kohli,caught,KD Mills,AJ McKay,0,2,New Zealand,Bengaluru,7 Dec 2010," 9.6  McKay has two! Kohli is gone for a duck after having scored 50 or more in his four previous innings. McKay's energy shows as he bowls another bouncer, angled across Kohli, who goes for the hook, gets a chunky top edge to Mills at long leg. New Zealand are right back  68/2 ",2,3,0,0,0.00
V Kohli,not out,,,63,2,New Zealand,Vadodara,4 Dec 2010,,70,83,6,2,90.00
V Kohli,caught,TM Dilshan,TM Dilshan,35,2,Sri Lanka,Mumbai,2 Apr 2011," 21.4  Dilshan! He's taken a blinder off his own bowling! Kohli drives and tries to get it back past the bowler, towards long-on, but Dilshan just sticks his right hand up in the air, almost in front of the non-striker's face, and plucks a magnificent catch! Could that be a decisive moment? It could very well be!  114/3 ",49,69,4,0,71.42
V Kohli,caught,JM How,AJ McKay,105,1,New Zealand,Guwahati,28 Nov 2010," 43.6  Virat falls after another big innings. Short and wide; the slower bouncer, he reached out to tamely tap it to cover! A highest of 37 in seven games but he has changed things around now with two consecutive hundreds.  250/5 ",104,162,10,0,100.96
V Kohli,caught,AD Mathews,NLTC Perera,37,2,Sri Lanka,Dambulla,28 Aug 2010," 21.1  Perera, the Indian Specialist, strikes. It was the short-of-length delivery cutting away like a leg cutter and Virat went for the pull. Too late. The ball flew of the edge to third man. Gone! Vital vital moment this  109/4 ",57,98,5,0,64.91
V Kohli,caught,LRPL Taylor,AJ McKay,64,2,New Zealand,Jaipur,1 Dec 2010," 36.5  smart work by Taylor at midwicket, short and it seemed it was on its way for the fourth boundary of the over, pulled hard but Taylor leapt, palmed it with one hand and clasped it with both on its way down to complete a neat catch, no third straight ton for Kohli though he looked good to get it  203/2 ",73,78,8,0,87.67
V Kohli,caught,JR Hopes,JW Hastings,118,2,Australia,Visakhapatnam,20 Oct 2010," 43.2  Kohli has holed out with the task unaccomplished but he has certainly set the game up for India, full on middle and he smacks it cleanly but straight into the hands of Hopes at long-on  256/4 ",121,193,11,1,97.52
V Kohli,caught,GJ Hopkins,TG Southee,8,1,New Zealand,Dambulla,25 Aug 2010," 5.4  Virat is stunned. He doesn't move. He stares at the umpire Ashoka. He looks at his partner. Now he stirs into action and walks away slowly. Very slowly. This is what happened: It was a length delivery just outside off stump and Virat pushed out at it, bat away from the body. The keeper went up straight away. The fatal finger went up. Got to see the replays to confirm the edge. Replays in: There was some noise plus the snickometer shows there was a nick!  27/2 ",16,22,1,0,50.00
V Kohli,caught,KC Sangakkara,SL Malinga,28,1,Sri Lanka,Dambulla,24 Jun 2010," 18.2  Malinga takes out Virat. It kicked up outside off from short of length and Virat stabbed at it, bat away from the body. Edge and gone!  100/2 ",34,57,4,0,82.35
V Kohli,bowled,,Saeed Ajmal,18,2,Pakistan,Dambulla,19 Jun 2010," 17.4  played on! Kohli looks to cut, but it is too full, and he duly gets a bottom edge. Looks at the pitch , suggesting perhaps that it stayed low, but it wasn't the correct shot. He misread the length and paid the price  82/2 ",27,31,1,0,66.66
V Kohli,caught,BMAJ Mendis,T Thushara,68,1,Sri Lanka,Harare,5 Jun 2010," 34.2  finally the frustration of finding the fielders again and again has got to Kohli. Looks to clear long-off this time, but doesn't get any power in this shot and holes out, Jeewan Mendis taking a nice safe catch  171/4 ",95,123,5,0,71.57
V Kohli,caught,KC Sangakkara,CRD Fernando,0,2,Sri Lanka,Dambulla,16 Aug 2010, 9.6  What a lovely catch from Sanga! Fernando teased Kohli with a fuller delivery outside off stump and he fell for the bait. He edged the intended off drive and Sanga flew full stretch with an outstretched right hand to pouch that. What a stunner!  31/2 ,3,5,0,0,0.00
V Kohli,caught,CRD Fernando,S Randiv,82,2,Sri Lanka,Bulawayo,30 May 2010," 37.4  Kohli has missed out on a century here! He wants to finish this early, comes down the track to play the lofted shot, but gets too close to the pitch of the ball, and doesn't get the desired elevation and holes out to long-on  201/3 ",92,125,4,0,89.13
V Kohli,caught,KC Sangakkara,MF Maharoof,10,1,Sri Lanka,Dambulla,22 Jun 2010," 14.3  he's a goner this time! Maharoof keeps it outside off, moved away ever so slightly from off stump and it was enough to fox Kohli, and get the edge as he prodded unconvincingly off the back foot. Sangakkara leaps in joy after pouching it, and that's another failure for Kohli in the Asia Cup.  75/2 ",14,13,1,0,71.42
V Kohli,stumped,Mushfiqur Rahim,Shakib Al Hasan,11,2,Bangladesh,Dambulla,16 Jun 2010," 14.4  lovely bit of bowling from Shakib! Flight outside off and turn, luring Kohli forward and breaking past his off stump. His back foot strayed out of the crease and he could not get back entirely in time. Toes on the line, bails in the air. Third umpire takes  a few close looks at it and says Kohli is out.  80/2 ",22,35,0,0,50.00
V Kohli,caught,MV Boucher,DW Steyn,57,2,South Africa,Ahmedabad,27 Feb 2010," 27.6  edged and taken! Steyn gets another! Kohli looks to steer this one down to third man, the bowl holds its line a touch, and gets a regulation edge for a regulation catch for Boucher  157/5 ",71,0,4,1,80.28
V Kohli,run out,,,0,1,Zimbabwe,Bulawayo,28 May 2010," 9.3  Kohli is run out. It was reverse paddled towards short third man and they decide to get across for the risky single. Chigumbura, who has had an awful time with the ball so far, fires in a lovely direct hit .. Kohli tried to dive back into the crease but couldn't beat the throw. Out without facing a ball. In street cricket, if you had owned the bat, you would have taken it and walked off in a huff!  57/2 ",0,3,0,0,-
